date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2008-07-09,252,10,0.95,0.99,10000,2008-07-19,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",201.70544080266515,242.88863030373886,214.11083790460074,245.85410909155053,177.69961375454545,217.86731253774488,188.38288411496464,233.59904874600554,2008-07-18,-49.40887451171881
2008-07-10,252,10,0.95,0.99,10000,2008-07-20,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",201.15021063627344,242.88863030373886,213.19978055772776,245.8541090915506,172.24498408268647,215.3809617997588,187.64098814490535,233.02232903416422,2008-07-18,-63.7389755249024
2008-07-11,252,10,0.95,0.99,10000,2008-07-21,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",200.58937208436262,242.88863030373886,212.44276216964175,243.64095313438813,177.70908951621493,217.04693314071355,187.3346295071853,231.96442555410925,2008-07-21,-53.18991661071754
2008-07-14,252,10,0.95,0.99,10000,2008-07-24,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",200.02286849657392,242.88863030373886,211.94148339943163,243.6409531343881,175.74624789255552,211.42292295298446,186.48214604446497,230.69692774175036,2008-07-24,-68.29523086547874
2008-07-15,252,10,0.95,0.99,10000,2008-07-25,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",199.4506426503227,242.88863030373886,211.4351412073002,243.64095313438813,173.14372786858033,211.5078734469481,185.6376322343148,229.99138253808732,2008-07-25,-40.12419700622564
2008-07-16,252,10,0.95,0.99,10000,2008-07-26,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",198.8726367450184,242.88863030373884,210.92368444757147,243.6409531343881,172.67953884105472,213.52727884575197,187.4569155652257,233.97459355437874,2008-07-25,-104.15266990661621
2008-07-17,252,10,0.95,0.99,10000,2008-07-27,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",198.40844615706482,236.34973624396048,210.40706145794653,243.6409531343881,173.11265405303968,215.9861019106966,186.57339035184853,232.93209033782045,2008-07-25,-108.91760826110828
2008-07-18,252,10,0.95,0.99,10000,2008-07-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.88755204932278,283.52857938546373,209.88522005428493,243.64095313438807,184.49137913771165,225.33391290164582,197.03446792116736,243.03055251834985,2008-07-28,-48.311862945556534
2008-07-21,252,10,0.95,0.99,10000,2008-07-31,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.75167162347958,283.5285793854637,209.59799730150655,241.70966248555007,183.88406896034132,224.95256595388767,195.8839132816203,241.32111138843163,2008-07-31,-15.424079895019887
2008-07-22,252,10,0.95,0.99,10000,2008-08-01,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.61441866808246,283.5285793854637,209.49531681048867,241.70966248555007,185.01768226023816,223.82880541408645,194.47737986636864,239.61927464075674,2008-08-01,-35.92145919799805
2008-07-23,252,10,0.95,0.99,10000,2008-08-02,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.47577931919642,283.5285793854637,209.39159914279386,241.70966248555007,186.85904699988964,228.20205354764568,195.15158791877025,241.63931909017958,2008-08-01,-80.34713745117188
2008-07-24,252,10,0.95,0.99,10000,2008-08-03,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",210.69824221818638,275.7733345656742,209.28683382189,241.70966248555004,186.25115547814684,227.18988388965667,197.682450401126,243.10465842115042,2008-08-01,-12.879152297973633
2008-07-25,252,10,0.95,0.99,10000,2008-08-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",210.33283285368145,271.8733944436276,209.18101026542146,241.70966248555007,185.13603822549504,225.42640029646776,198.4894804366738,245.40290780947777,2008-08-04,-79.92895126342796
2008-07-28,252,10,0.95,0.99,10000,2008-08-07,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",210.16749472749405,271.8733944436276,209.0741177841401,241.70966248555007,187.69732837960774,228.85720287393767,199.69948295686808,245.48365429138414,2008-08-07,97.07848548889154
2008-07-29,252,10,0.95,0.99,10000,2008-08-08,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",210.00048651922395,271.8733944436276,208.94194443690495,239.79562600216957,187.7412932588203,225.22260680861388,199.16943125195462,245.8433573990707,2008-08-08,119.02215003967291
2008-07-30,252,10,0.95,0.99,10000,2008-08-09,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",209.83179135935518,271.8733944436276,208.78916902569964,239.79562600216946,186.84413482024516,227.1849966026824,198.4228783874001,245.22353288024578,2008-08-08,106.61341667175276
