date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2022-05-09,252,10,0.95,0.99,10000,2022-05-19,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6363.12419285382,7429.142913692066,5008.600845390831,5311.972473844713,5459.2626218560845,6702.007147500918,5749.179356473255,7082.911930807056,2022-05-19,-3341.2921142578098
2022-05-10,252,10,0.95,0.99,10000,2022-05-20,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6338.252880518268,7429.142913692066,4999.753671639751,5280.012531029235,5472.194428390208,6782.340273413247,5722.366127796743,7078.227034168241,2022-05-20,-4398.699340820312
2022-05-11,252,10,0.95,0.99,10000,2022-05-21,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6606.302396275542,7426.409597449347,4990.643671733232,5280.012531029235,5398.648891955912,6563.261589150497,5824.2273132500495,7151.17513395152,2022-05-20,-2306.791229248047
2022-05-12,252,10,0.95,0.99,10000,2022-05-22,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6596.204643716228,7426.409597449347,5117.010238566363,5652.293183587576,5540.94388679201,6705.234678115842,5830.094503605108,7129.825739481025,2022-05-20,-1178.7202453613245
2022-05-13,252,10,0.95,0.99,10000,2022-05-23,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6586.004893656316,7426.409597449347,5104.208565205955,5652.293183587576,5657.973604020829,6773.889638101093,5855.7252741840375,7199.794937689922,2022-05-23,-846.9871520996085
2022-05-16,252,10,0.95,0.99,10000,2022-05-26,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6575.70211581802,7426.409597449346,5091.277582013624,5652.293183587576,5557.0514904152615,6665.756670112215,5821.023847874325,7151.596901863359,2022-05-26,-169.36859130859375
2022-05-17,252,10,0.95,0.99,10000,2022-05-27,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6565.29526951671,7426.409597449347,5078.215982829452,5652.293183587577,5645.465131329367,6846.994781668599,5829.6970769888785,7193.623747775128,2022-05-27,494.1404724121102
2022-05-18,252,10,0.95,0.99,10000,2022-05-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6618.739864389066,7846.024109829879,5158.645081902666,6201.074819429185,5745.887162939832,6900.722334320282,5990.943639518601,7328.210799774741,2022-05-27,3180.783996582032
2022-05-19,252,10,0.95,0.99,10000,2022-05-29,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6618.515735544452,7846.024109829879,5331.962357695445,6344.378520699533,5628.911872317406,6816.562728176223,5959.532219490288,7275.049399268709,2022-05-27,3872.8445434570294
2022-05-20,252,10,0.95,0.99,10000,2022-05-30,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6618.289342772115,7846.024109829879,5409.252235239847,6344.378520699531,5612.315018484466,6707.500387944784,5931.306884635183,7236.9157035341605,2022-05-27,3981.589813232423
2022-05-23,252,10,0.95,0.99,10000,2022-06-02,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6618.060663204098,7846.024109829879,5407.695182524491,6344.378520699531,5624.230574593615,6769.2782308505775,6000.73440813526,7368.341642659961,2022-06-02,2907.943878173828
2022-05-24,252,10,0.95,0.99,10000,2022-06-03,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6617.829673741455,7846.024109829878,5406.12240200393,6344.378520699533,5626.807850204718,6760.825067985162,5979.714438088896,7323.577274245373,2022-06-03,2257.3248291015625
2022-05-25,252,10,0.95,0.99,10000,2022-06-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6617.596351051916,7846.024109829879,5404.5337348114435,6344.378520699533,5637.848970790133,6818.795947852636,5946.050253144721,7291.604292087805,2022-06-03,1962.4000549316397
2022-05-26,252,10,0.95,0.99,10000,2022-06-05,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6617.360671567533,7846.024109829879,5402.929020475599,6344.378520699533,5657.252334810141,6814.956664746778,5942.32692696584,7311.672639175152,2022-06-03,1036.5736389160156
2022-05-27,252,10,0.95,0.99,10000,2022-06-06,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6617.122611482299,7846.024109829879,5401.308096904038,6344.378520699531,5676.509487228228,6894.116407518484,6005.3961650918145,7439.582301212775,2022-06-06,-682.482452392579
2022-05-31,252,10,0.95,0.99,10000,2022-06-10,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6616.882146749738,7846.024109829878,5399.670800367109,6344.378520699532,5654.152681680403,6898.347634198817,5975.164245949542,7397.843118701147,2022-06-10,-3708.9413452148447
2022-06-01,252,10,0.95,0.99,10000,2022-06-11,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6616.639253080486,7846.024109829879,5398.016965481322,6344.378520699533,5542.032491356387,6729.744558853579,5938.573093064264,7355.094542201313,2022-06-10,-3750.8680725097656
2022-06-02,252,10,0.95,0.99,10000,2022-06-12,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6616.393905939826,7846.024109829879,5396.346425192647,6344.378520699531,5546.115442540349,6787.0267726663,5930.76657481498,7364.526225134706,2022-06-10,-4550.265655517579
2022-06-03,252,10,0.95,0.99,10000,2022-06-13,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6616.14608054522,7846.024109829878,5394.659010759643,6344.378520699533,5574.561599389998,6835.141917204987,5958.592787244972,7360.808266380527,2022-06-13,-5163.5693359375
2022-06-06,252,10,0.95,0.99,10000,2022-06-16,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6615.8957518638,7846.024109829879,5392.954551736406,6344.378520699531,5628.974860663448,6831.3644200955305,5927.848253399942,7326.4126558734415,2022-06-16,-5314.407348632811
2022-06-07,252,10,0.95,0.99,10000,2022-06-17,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6615.64289460984,7846.024109829879,5385.372570706202,6157.612727415049,5653.608041784044,6862.8240233193055,5913.988543133669,7329.450744172108,2022-06-17,-5529.156494140625
2022-06-08,252,10,0.95,0.99,10000,2022-06-18,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",6615.387483242205,7846.024109829878,5376.9545785921855,6157.6127274150485,5604.722114814809,6848.367358062011,5887.563212036348,7288.462998850816,2022-06-17,-5218.778686523438
