date,symbol,expiry,type,strike,timestamp,open,high,low,close,volume,trade_count,vwap
2026-03-10,GOOGL260311C00285000,2026-03-11,call,285.0,2026-03-10T04:00:00Z,24.1,24.1,20.72,23.69,3,3,22.836667
2026-03-10,GOOGL260311C00315000,2026-03-11,call,315.0,2026-03-10T04:00:00Z,0.4,0.58,0.11,0.12,10206,1706,0.322057
2026-03-10,GOOGL260311C00330000,2026-03-11,call,330.0,2026-03-10T04:00:00Z,0.01,0.01,0.01,0.01,28,7,0.01
2026-03-10,GOOGL260311C00360000,2026-03-11,call,360.0,2026-03-10T04:00:00Z,0.33,0.48,0.01,0.06,23,22,0.125652
2026-03-10,GOOGL260311P00270000,2026-03-11,put,270.0,2026-03-10T04:00:00Z,0.02,0.02,0.01,0.01,93,13,0.013118
2026-03-10,GOOGL260311C00235000,2026-03-11,call,235.0,2026-03-10T04:00:00Z,73,73,70.14,71.7,3,3,71.613333
2026-03-10,GOOGL260311C00335000,2026-03-11,call,335.0,2026-03-10T04:00:00Z,0.02,0.02,0.01,0.01,77,8,0.015325
2026-03-10,GOOGL260311C00355000,2026-03-11,call,355.0,2026-03-10T04:00:00Z,0.17,0.17,0.17,0.17,1,1,0.17
2026-03-10,GOOGL260311P00280000,2026-03-11,put,280.0,2026-03-10T04:00:00Z,0.02,0.05,0.02,0.03,209,52,0.03689
2026-03-10,GOOGL260311C00240000,2026-03-11,call,240.0,2026-03-10T04:00:00Z,66.5,67.5,66.5,67.5,10,2,67
2026-03-10,GOOGL260311C00365000,2026-03-11,call,365.0,2026-03-10T04:00:00Z,0.06,0.06,0.01,0.01,20,20,0.034
2026-03-10,GOOGL260311P00285000,2026-03-11,put,285.0,2026-03-10T04:00:00Z,0.07,0.12,0.04,0.04,519,178,0.057534
2026-03-10,GOOGL260311P00290000,2026-03-11,put,290.0,2026-03-10T04:00:00Z,0.16,0.17,0.07,0.07,1126,274,0.111252
2026-03-10,GOOGL260313C00100000,2026-03-13,call,100.0,2026-03-10T04:00:00Z,207.18,207.18,207.18,207.18,1,1,207.18
2026-03-10,GOOGL260313C00250000,2026-03-13,call,250.0,2026-03-10T04:00:00Z,58.13,58.13,58.13,58.13,1,1,58.13
2026-03-10,GOOGL260311C00305000,2026-03-11,call,305.0,2026-03-10T04:00:00Z,4.1,5.45,2.98,3.64,5734,2779,4.24343
2026-03-10,GOOGL260311C00310000,2026-03-11,call,310.0,2026-03-10T04:00:00Z,1.5,2.15,0.85,0.94,18190,3866,1.444764
2026-03-10,GOOGL260311P00265000,2026-03-11,put,265.0,2026-03-10T04:00:00Z,0.02,0.02,0.01,0.01,5,4,0.016
2026-03-10,GOOGL260313C00260000,2026-03-13,call,260.0,2026-03-10T04:00:00Z,47.17,48,47.17,48,2,2,47.585
2026-03-10,GOOGL260313C00275000,2026-03-13,call,275.0,2026-03-10T04:00:00Z,33.22,33.75,33.22,33.75,2,2,33.485
2026-03-10,GOOGL260311C00295000,2026-03-11,call,295.0,2026-03-10T04:00:00Z,11.65,14.95,11.16,12.7,104,29,12.767212
2026-03-10,GOOGL260311P00300000,2026-03-11,put,300.0,2026-03-10T04:00:00Z,0.7,0.9,0.29,0.52,4050,966,0.577652
2026-03-10,GOOGL260311P00315000,2026-03-11,put,315.0,2026-03-10T04:00:00Z,6.98,7.18,6.98,7.18,16,5,7.064375
2026-03-10,GOOGL260311C00300000,2026-03-11,call,300.0,2026-03-10T04:00:00Z,8.2,9.76,6.7,7.64,696,186,8.185819
2026-03-10,GOOGL260311C00320000,2026-03-11,call,320.0,2026-03-10T04:00:00Z,0.11,0.11,0.01,0.02,3849,392,0.051707
2026-03-10,GOOGL260311P00275000,2026-03-11,put,275.0,2026-03-10T04:00:00Z,0.03,0.03,0.01,0.02,295,35,0.014712
