date,symbol,expiry,type,strike,timestamp,open,high,low,close,volume,trade_count,vwap
2026-01-06,GOOGL260109C00100000,2026-01-09,call,100.0,2026-01-06T05:00:00Z,217.15,217.15,217.15,217.15,1,1,217.15
2026-01-06,GOOGL260109C00130000,2026-01-09,call,130.0,2026-01-06T05:00:00Z,184.4,184.4,184.4,184.4,1,1,184.4
2026-01-06,GOOGL260109C00135000,2026-01-09,call,135.0,2026-01-06T05:00:00Z,179.37,179.37,179.37,179.37,1,1,179.37
2026-01-06,GOOGL260109C00140000,2026-01-09,call,140.0,2026-01-06T05:00:00Z,173.92,173.92,173.92,173.92,1,1,173.92
2026-01-06,GOOGL260109C00145000,2026-01-09,call,145.0,2026-01-06T05:00:00Z,169.72,169.72,168.65,168.65,2,2,169.185
2026-01-06,GOOGL260109C00150000,2026-01-09,call,150.0,2026-01-06T05:00:00Z,164.87,164.87,164.87,164.87,1,1,164.87
2026-01-06,GOOGL260109C00155000,2026-01-09,call,155.0,2026-01-06T05:00:00Z,161.2,161.2,161.2,161.2,1,1,161.2
2026-01-06,GOOGL260109C00160000,2026-01-09,call,160.0,2026-01-06T05:00:00Z,156.17,156.17,156.17,156.17,1,1,156.17
2026-01-06,GOOGL260109C00165000,2026-01-09,call,165.0,2026-01-06T05:00:00Z,151.32,151.32,151.32,151.32,1,1,151.32
2026-01-06,GOOGL260109C00170000,2026-01-09,call,170.0,2026-01-06T05:00:00Z,146.64,146.64,142.72,142.72,2,2,144.68
2026-01-06,GOOGL260109C00175000,2026-01-09,call,175.0,2026-01-06T05:00:00Z,141.7,141.7,137.88,139.5,6,6,139.533333
2026-01-06,GOOGL260109C00180000,2026-01-09,call,180.0,2026-01-06T05:00:00Z,137.02,137.02,134.39,134.62,3,3,135.343333
2026-01-06,GOOGL260109C00185000,2026-01-09,call,185.0,2026-01-06T05:00:00Z,131.96,131.96,131.96,131.96,1,1,131.96
2026-01-06,GOOGL260109C00190000,2026-01-09,call,190.0,2026-01-06T05:00:00Z,126.98,126.98,126.98,126.98,1,1,126.98
2026-01-06,GOOGL260109C00200000,2026-01-09,call,200.0,2026-01-06T05:00:00Z,114.29,114.29,114.29,114.29,1,1,114.29
2026-01-06,GOOGL260109C00205000,2026-01-09,call,205.0,2026-01-06T05:00:00Z,107.62,109.72,107.62,109.65,11,11,109.429091
2026-01-06,GOOGL260109C00210000,2026-01-09,call,210.0,2026-01-06T05:00:00Z,108.32,108.32,108.32,108.32,1,1,108.32
2026-01-06,GOOGL260109C00215000,2026-01-09,call,215.0,2026-01-06T05:00:00Z,102.89,102.89,102.89,102.89,1,1,102.89
2026-01-06,GOOGL260109C00220000,2026-01-09,call,220.0,2026-01-06T05:00:00Z,97.49,97.49,97.49,97.49,4,1,97.49
2026-01-06,GOOGL260109C00240000,2026-01-09,call,240.0,2026-01-06T05:00:00Z,74.08,74.08,74.08,74.08,1,1,74.08
2026-01-06,GOOGL260109C00245000,2026-01-09,call,245.0,2026-01-06T05:00:00Z,68,68,68,68,3,1,68
2026-01-06,GOOGL260109C00265000,2026-01-09,call,265.0,2026-01-06T05:00:00Z,51.08,51.08,51.08,51.08,1,1,51.08
2026-01-06,GOOGL260109C00270000,2026-01-09,call,270.0,2026-01-06T05:00:00Z,50.8,50.8,42.69,42.69,50,4,46.313
2026-01-06,GOOGL260109C00275000,2026-01-09,call,275.0,2026-01-06T05:00:00Z,39.32,39.32,39.23,39.23,7,3,39.307143
2026-01-06,GOOGL260109C00280000,2026-01-09,call,280.0,2026-01-06T05:00:00Z,33.98,33.98,33.98,33.98,1,1,33.98
2026-01-06,GOOGL260109C00282500,2026-01-09,call,282.5,2026-01-06T05:00:00Z,30.07,30.07,30.07,30.07,1,1,30.07
2026-01-06,GOOGL260109C00285000,2026-01-09,call,285.0,2026-01-06T05:00:00Z,32.25,32.25,27.66,29.57,20,7,30.0115
2026-01-06,GOOGL260109C00287500,2026-01-09,call,287.5,2026-01-06T05:00:00Z,27.09,27.09,27.09,27.09,1,1,27.09
2026-01-06,GOOGL260109C00290000,2026-01-09,call,290.0,2026-01-06T05:00:00Z,24.41,24.58,23.91,24.34,56,6,24.330357
2026-01-06,GOOGL260109C00292500,2026-01-09,call,292.5,2026-01-06T05:00:00Z,22.02,22.14,21.67,21.67,4,4,21.985
2026-01-06,GOOGL260109C00295000,2026-01-09,call,295.0,2026-01-06T05:00:00Z,25.34,25.34,17.8,19.65,27,11,20.252963
2026-01-06,GOOGL260109C00297500,2026-01-09,call,297.5,2026-01-06T05:00:00Z,21.5,21.5,15.29,17.31,10,10,17.236
2026-01-06,GOOGL260109C00300000,2026-01-09,call,300.0,2026-01-06T05:00:00Z,21,21.01,13.23,14.5,82,38,15.628171
