date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl,historical_1-day-scaled_var_exceeded,historical_1-day-scaled_var_exceed_amount,historical_1-day-scaled_es_exceeded,historical_1-day-scaled_es_exceed_amount,historical_n-day_var_exceeded,historical_n-day_var_exceed_amount,historical_n-day_es_exceeded,historical_n-day_es_exceed_amount,monte_carlo_var_exceeded,monte_carlo_var_exceed_amount,monte_carlo_es_exceeded,monte_carlo_es_exceed_amount,parametric_var_exceeded,parametric_var_exceed_amount,parametric_es_exceeded,parametric_es_exceed_amount
2026-02-02,100,10,0.95,0.99,10000,2026-02-12,2,1,1,['AAPL'],1538.6168476088253,2391.5442771184003,1445.645677436731,1678.1359132263974,1384.965703014019,1804.8717312287838,1422.2123218238646,1869.9067229612042,2026-02-12,-797.517018232307,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-03,100,10,0.95,0.99,10000,2026-02-13,2,1,1,['AAPL'],1392.7534145047323,2141.307175687373,1444.7736667701238,1678.2698644336738,1394.5926866680481,1826.7014849086167,1440.1501486597192,1883.6177759544412,2026-02-13,-1335.2125290594865,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-04,100,10,0.95,0.99,10000,2026-02-14,2,1,1,['AAPL'],1380.1648928353602,2140.3095397293655,1443.0478502094047,1677.4078352882627,1423.1253710999545,1878.8653498952194,1432.0540818048269,1895.9224839641577,2026-02-13,-2029.6686350694417,1,649.5037422340815,0,0.0,1,586.620784860037,1,352.260799781179,1,606.5432639694873,1,150.8032851742223,1,597.6145532646149,1,133.74615110528407
2026-02-05,100,10,0.95,0.99,10000,2026-02-15,2,1,1,['AAPL'],1368.1294598232005,2140.4129890277313,1442.1027581035403,1677.4860074569203,1428.1457203192656,1839.5855837459135,1448.8874133306724,1908.9583114675427,2026-02-13,-1972.1730611679914,1,604.0436013447909,0,0.0,1,530.0703030644511,1,294.68705371107103,1,544.0273408487258,1,132.58747742207788,1,523.285647837319,1,63.21474970044869
2026-02-06,100,10,0.95,0.99,10000,2026-02-16,2,1,1,['AAPL'],1355.6155068596763,2139.900213313783,1440.7730832898787,1677.1239770376387,1393.2255643904446,1805.3674738086886,1432.831181318922,1894.9682265707756,2026-02-13,-2191.8972614981117,1,836.2817546384354,1,51.99704818432883,1,751.1241782082329,1,514.773284460473,1,798.6716971076671,1,386.5297876894231,1,759.0660801791896,1,296.92903492733603
2026-02-09,100,10,0.95,0.99,10000,2026-02-19,2,1,1,['AAPL'],1351.2021648727814,2021.2648795631699,1440.0116075436588,1677.4514278412732,1436.1109079227533,1839.2130836523943,1482.362334311763,1940.660533296856,2026-02-19,-1393.951327086009,1,42.74916221322769,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-10,100,10,0.95,0.99,10000,2026-02-20,2,1,1,['AAPL'],1349.1639432438635,2021.399577022766,1439.0695724131256,1677.5711313146949,1442.8331031486941,1854.207144316298,1479.6922159782168,1934.3517532226865,2026-02-20,-902.9033094198459,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-11,100,10,0.95,0.99,10000,2026-02-21,2,1,1,['AAPL'],1346.9644763617778,2021.298489753553,1437.8910271366358,1677.4158151792576,1420.7706994946925,1833.856345280816,1477.2432378487288,1925.4768472570272,2026-02-20,-1082.8082007657017,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-12,100,10,0.95,0.99,10000,2026-02-22,2,1,1,['AAPL'],1547.0878976547106,3081.5662139124,1438.4758683175548,1679.357414428261,1772.400000448917,2226.857030532067,1843.798641325333,2310.7720764280443,2026-02-20,284.0370986176416,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-13,100,10,0.95,0.99,10000,2026-02-23,2,1,1,['AAPL'],1936.8090135425914,3455.7872233770427,1438.2150112687173,1680.3050627624605,1863.9034580104974,2270.0286027047678,1915.6760914848742,2379.83142849344,2026-02-23,1033.14348316201,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-17,100,10,0.95,0.99,10000,2026-02-27,2,1,1,['AAPL'],1907.1946696848836,3453.2066446313947,1436.0148237861442,1679.0109273446387,1826.2074041151611,2247.9617022810885,1895.4746019148906,2390.2250953067,2026-02-27,29.571509971550796,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-18,100,10,0.95,0.99,10000,2026-02-28,2,1,1,['AAPL'],1878.6829272240652,3453.1454100210444,1434.8648925829423,1678.9449181828304,1841.8357517261454,2307.030083073913,1901.0480144941178,2391.986858827355,2026-02-27,-16.67619683847016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-19,100,10,0.95,0.99,10000,2026-03-01,2,1,1,['AAPL'],1856.887765165168,2965.887751598224,1484.488200777022,1700.5192675052024,1878.8680401738593,2351.8372831907923,1930.711451157479,2416.1238920011315,2026-02-27,357.56919142107154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-20,100,10,0.95,0.99,10000,2026-03-02,2,1,1,['AAPL'],1837.1596845791255,2964.746427201609,1480.9166435485572,1699.8689540546811,1819.1303343875936,2256.355744324075,1897.0931268512181,2391.6523495080255,2026-03-02,14.000601347628333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
