method,risk_metric,num_observations,expected_exceedances,expected_exceedance_pct,actual_exceedances,actual_exceedance_pct,kupiec_lr_stat,kupiec_p_value,kupiec_result,exact_binomial_p_value,exact_binomial_ci_lower,exact_binomial_ci_upper,exact_binomial_result,traffic_light,traffic_light_green_upper,traffic_light_yellow_upper
historical_1-day-scaled,es,75,4,0.050000000000000044,6,0.08,1.2118561428417536,0.2709648288765457,accepted,0.2779694053260089,0.029925144733637717,0.1660368712984304,accepted,n/a,,
historical_1-day-scaled,var,75,4,0.050000000000000044,6,0.08,1.2118561428417536,0.2709648288765457,accepted,0.2779694053260089,0.029925144733637717,0.1660368712984304,accepted,green,7.0,12.0
historical_n-day,es,75,4,0.050000000000000044,9,0.12,5.655147092222052,0.017404214779080385,rejected,0.012425660918721772,0.0563662842258172,0.21561312351658954,rejected,n/a,,
historical_n-day,var,75,4,0.050000000000000044,11,0.14666666666666667,9.939165340949828,0.0016179889546545922,rejected,0.001232600343068299,0.07555540584264839,0.24729171444587525,rejected,yellow,7.0,12.0
monte_carlo,es,75,4,0.050000000000000044,6,0.08,1.2118561428417536,0.2709648288765457,accepted,0.2779694053260089,0.029925144733637717,0.1660368712984304,accepted,n/a,,
monte_carlo,var,75,4,0.050000000000000044,8,0.10666666666666667,3.881676459615882,0.0488157902470544,rejected,0.03362800105998701,0.04718995173988097,0.1994017442026715,rejected,yellow,7.0,12.0
parametric,es,75,4,0.050000000000000044,6,0.08,1.2118561428417536,0.2709648288765457,accepted,0.2779694053260089,0.029925144733637717,0.1660368712984304,accepted,n/a,,
parametric,var,75,4,0.050000000000000044,9,0.12,5.655147092222052,0.017404214779080385,rejected,0.012425660918721772,0.0563662842258172,0.21561312351658954,rejected,yellow,7.0,12.0
