method,risk_metric,num_observations,expected_exceedances,expected_exceedance_pct,actual_exceedances,actual_exceedance_pct,kupiec_lr_stat,kupiec_p_value,kupiec_result,exact_binomial_p_value,exact_binomial_ci_lower,exact_binomial_ci_upper,exact_binomial_result,traffic_light,traffic_light_green_upper,traffic_light_yellow_upper
historical_1-day-scaled,es,75,4,0.050000000000000044,6,0.08,1.2118561428417536,0.2709648288765457,accepted,0.2779694053260089,0.029925144733637717,0.1660368712984304,accepted,n/a,,
historical_1-day-scaled,var,75,4,0.050000000000000044,9,0.12,5.655147092222052,0.017404214779080385,rejected,0.012425660918721772,0.0563662842258172,0.21561312351658954,rejected,yellow,7.0,12.0
historical_n-day,es,75,4,0.050000000000000044,18,0.24,31.031808195078483,2.538342824820461e-08,rejected,2.3221651576662614e-08,0.14886921751489754,0.35252395615480664,rejected,n/a,,
historical_n-day,var,75,4,0.050000000000000044,20,0.26666666666666666,38.48427761207505,5.519655843500004e-10,rejected,5.281365558753727e-10,0.1711105391441977,0.3813727204829233,rejected,red,7.0,12.0
monte_carlo,es,75,4,0.050000000000000044,7,0.09333333333333334,2.388712826741063,0.12221422091749812,accepted,0.1023652011039869,0.03835390654172753,0.18289352655626814,accepted,n/a,,
monte_carlo,var,75,4,0.050000000000000044,10,0.13333333333333333,7.681603657328559,0.005578657128750164,rejected,0.004118311272728961,0.0658338336789504,0.23156644189706177,rejected,yellow,7.0,12.0
parametric,es,75,4,0.050000000000000044,8,0.10666666666666667,3.881676459615882,0.0488157902470544,rejected,0.03362800105998701,0.04718995173988097,0.1994017442026715,rejected,n/a,,
parametric,var,75,4,0.050000000000000044,15,0.2,20.96680000239759,4.673117576015073e-06,rejected,3.977021823548122e-06,0.11648214859075207,0.3083260893701276,rejected,red,7.0,12.0
