date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl,historical_1-day-scaled_var_exceeded,historical_1-day-scaled_var_exceed_amount,historical_1-day-scaled_es_exceeded,historical_1-day-scaled_es_exceed_amount,historical_n-day_var_exceeded,historical_n-day_var_exceed_amount,historical_n-day_es_exceeded,historical_n-day_es_exceed_amount,monte_carlo_var_exceeded,monte_carlo_var_exceed_amount,monte_carlo_es_exceeded,monte_carlo_es_exceed_amount,parametric_var_exceeded,parametric_var_exceed_amount,parametric_es_exceeded,parametric_es_exceed_amount
2026-02-06,100,10,0.95,0.99,10000,2026-02-16,3,1,2,['AAPL'],1352.5731585952626,2133.437144423825,1437.3395731003566,1672.4254007887118,1401.6701526582142,1828.3510931039013,1429.278478538982,1890.384364450602,2026-02-13,-2185.60424998181,1,833.0310913865474,1,52.167105557984996,1,748.2646768814534,1,513.1788491930981,1,783.9340973235958,1,357.2531568779086,1,756.325771442828,1,295.21988553120786
2026-02-09,100,10,0.95,0.99,10000,2026-02-19,3,1,2,['AAPL'],1347.9282924998647,2014.9385376757205,1436.3163884765086,1672.4090067680927,1416.5287432599,1848.8471163755569,1478.4288888131446,1935.6270728712616,2026-02-19,-1390.3730738996526,1,42.44478139978787,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-10,100,10,0.95,0.99,10000,2026-02-20,3,1,2,['AAPL'],1345.87416132212,2015.0374341702757,1435.343372378743,1672.4601482175754,1444.1706110898026,1867.9210035606513,1475.7458191003943,1929.3107028927066,2026-02-20,-900.4284002136259,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-11,100,10,0.95,0.99,10000,2026-02-21,3,1,2,['AAPL'],1343.8248502553051,2015.1756300129762,1434.3684993335896,1672.5225836403818,1414.0661319209696,1820.866994335023,1473.4762010981974,1920.6758043722448,2026-02-20,-1080.027274674294,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-12,100,10,0.95,0.99,10000,2026-02-22,3,1,2,['AAPL'],1541.9954772619506,3067.9519832313367,1433.4201672723727,1672.6238868004586,1771.7664993108203,2210.2062307161,1837.2285639188342,2302.656956664044,2026-02-20,282.3446038229646,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-13,100,10,0.95,0.99,10000,2026-02-23,3,1,2,['AAPL'],1929.545829138426,3438.4586563385824,1432.430447225713,1672.7041341063082,1883.1279627657107,2300.0996840559496,1907.956987419719,2370.363779580534,2026-02-23,1029.1754112855467,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-17,100,10,0.95,0.99,10000,2026-02-27,3,1,2,['AAPL'],1901.3064715982248,3438.220144493855,1431.2758213749664,1672.588154759398,1791.5983107593618,2224.952613037116,1889.001045198778,2382.19861737769,2026-02-27,29.534630918076502,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-18,100,10,0.95,0.99,10000,2026-02-28,3,1,2,['AAPL'],1873.0514027603244,3438.411795209978,1430.2229228391689,1672.601486716675,1845.6319246924204,2308.593334067031,1894.714580769133,2384.1555264554418,2026-02-27,-15.809920149038007,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-19,100,10,0.95,0.99,10000,2026-03-01,3,1,2,['AAPL'],1850.719522710609,2952.9831217169553,1478.847837212322,1693.6095883646271,1857.0512166751791,2296.868102530111,1923.6584805515151,2407.4329905775667,2026-02-27,356.82524783137603,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-20,100,10,0.95,0.99,10000,2026-03-02,3,1,2,['AAPL'],1831.6313274414376,2952.8431327986705,1475.783787627463,1693.5550910324348,1806.6997702617693,2255.0990470561323,1890.753890692711,2383.799221495046,2026-03-02,14.252632636258369,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
